kepid,kepler_name,kepoi_name,koi_disposition,koi_period,koi_time0bk,koi_duration
5963222,,"K01035.01","FALSE POSITIVE",1.217266418,133.328666,3.3208
5982353,,"K01036.01","FALSE POSITIVE",19.563092517,134.3548284,6.9547
6205468,,"K01037.01","FALSE POSITIVE",3.7228551,179.30315,12.8164
8506766,,"K00138.01","FALSE POSITIVE",48.93786896,140.76639,6.5868
3240706,,"K01098.01","FALSE POSITIVE",5.48990788,134.10438,4.02
2853093,"Kepler-767 b","K01099.01","CONFIRMED",161.5278347,198.00137,3.6734
3228824,,"K01100.01","FALSE POSITIVE",0.73093905,355.90306,2.8437
3245969,"Kepler-768 b","K01101.01","CONFIRMED",11.39102358,137.70864,2.303
3231341,"Kepler-24 c","K01102.01","CONFIRMED",12.33343853,137.58782,6.221
10468940,"Kepler-273 c","K01163.02","CONFIRMED",8.01500821,134.8277,3.0137
10341831,,"K01164.01","FALSE POSITIVE",0.933749941,133.38422,6.606
10337517,"Kepler-783 c","K01165.01","CONFIRMED",7.053934488,136.357253,1.7244
10337517,"Kepler-783 b","K01165.02","CONFIRMED",4.29263699,134.80018,2.7
10351231,"Kepler-1738 b","K01166.01","CONFIRMED",7.6746614,133.22431,1.9374
10485179,,"K01167.01","FALSE POSITIVE",0.445275074,133.971372,2.276
8561063,"Kepler-42 b","K00961.01","CONFIRMED",1.213770423,170.483645,0.5532
8561063,"Kepler-42 c","K00961.02","CONFIRMED",0.453287416,133.869741,0.4445
8892910,,"K00132.01","FALSE POSITIVE",10.810132734,132.95157,4.4618
8561063,"Kepler-42 d","K00961.03","CONFIRMED",1.865114193,133.792344,0.4279
10657664,,"K00964.01","FALSE POSITIVE",3.273699006,171.2385098,3.07626
3337351,,"K00965.01","FALSE POSITIVE",7.047103499,175.03337,3.3208
6153201,,"K01038.01","FALSE POSITIVE",0.530300102,354.985736,2.8502
5802486,,"K01039.01","FALSE POSITIVE",1.073917869,177.924088,2.4305
5817553,,"K01040.01","FALSE POSITIVE",4.206096814,136.44854,10.7381
5982368,,"K01041.01","FALSE POSITIVE",19.56313723,369.11182,6.8575
5816811,,"K01042.01","FALSE POSITIVE",2.227718792,134.452638,4.9699
5816165,,"K01043.01","FALSE POSITIVE",0.591914504,355.353791,1.0225
7102227,"Kepler-290 c","K01360.01","CONFIRMED",36.7704935,164.29112,4.42
7102227,"Kepler-290 b","K01360.02","CONFIRMED",14.58932429,141.93498,2.4184
7102227,"Kepler-290 d","K01360.03","CONFIRMED",0.764017553,132.2214,1.103
6960913,"Kepler-61 b","K01361.01","CONFIRMED",59.8780258,151.1847,4.8027
6837146,,"K01362.01","CANDIDATE",20.51360192,357.49424,3.4769
11122894,"Kepler-297 c","K01426.02","CONFIRMED",74.92768653,124.99266,4.74
11122894,"Kepler-297 d","K01426.03","CONFIRMED",150.0189511,224.685714,4.3823
11129738,"Kepler-844 b","K01427.01","CONFIRMED",2.613020421,133.11283,1.9588
11401182,"Kepler-845 b","K01428.01","CONFIRMED",0.927859786,133.905978,1.4279
11030711,"Kepler-1750 b","K01429.01","CONFIRMED",205.912735,252.74129,9.992
11512246,"Kepler-23 b","K00168.03","CONFIRMED",7.10695741,138.32271,5.1462
6607286,,"K01239.01","CANDIDATE",0.783276173,355.94865,1.6735
6607286,,"K01239.02","CANDIDATE",3.17405898,357.05776,2.3156
6690082,"Kepler-280 b","K01240.01","CONFIRMED",2.1395563,133.65392,2.0678
6690082,"Kepler-280 c","K01240.02","CONFIRMED",4.807103254,134.640371,0.9393
6448890,"Kepler-56 c","K01241.01","CONFIRMED",21.4054422,147.08981,11.721
6448890,"Kepler-56 b","K01241.02","CONFIRMED",10.5007712,135.6479,14.522
10730034,"Kepler-285 b","K01305.01","CONFIRMED",2.633852528,134.56431,2.0206
10730034,"Kepler-285 c","K01305.02","CONFIRMED",6.18670882,136.63308,2.909
10858691,"Kepler-286 b","K01306.01","CONFIRMED",1.796320953,133.33662,1.9139
10858691,"Kepler-286 c","K01306.02","CONFIRMED",3.468073,136.00831,2.361
10858691,"Kepler-286 d","K01306.03","CONFIRMED",5.9142668,133.49193,2.661
8107380,"Kepler-476 b","K00162.01","CONFIRMED",14.00640392,142.20885,4.6919
6936909,"Kepler-291 b","K01363.01","CONFIRMED",3.546531809,134.90127,2.2746
6936909,"Kepler-291 c","K01363.02","CONFIRMED",5.70070626,132.69229,1.6408
6962977,"Kepler-292 f","K01364.01","CONFIRMED",20.8341497,186.03921,4.522
6962977,"Kepler-292 d","K01364.02","CONFIRMED",7.0556584,181.91205,3.0479
11176127,"Kepler-298 b","K01430.01","CONFIRMED",10.47548084,152.64165,2.3024
11176127,"Kepler-298 c","K01430.02","CONFIRMED",22.92886314,143.86271,2.0831
11176127,"Kepler-298 d","K01430.03","CONFIRMED",77.4740991,184.24533,4.168
11075279,,"K01431.01","CANDIDATE",345.1589354,318.307719,7.5646
11014932,"Kepler-299 c","K01432.01","CONFIRMED",6.88595222,138.40761,4.148
6607447,,"K01242.01","CANDIDATE",99.6442783,283.236289,5.1772
6677256,,"K01243.01","FALSE POSITIVE",3.125814002,356.41184,1.7895
8030148,"Kepler-474 b","K00155.01","CONFIRMED",5.660669429,137.416045,4.6483
6692833,,"K01244.01","FALSE POSITIVE",10.80487163,134.09498,2.7215
6693640,"Kepler-798 b","K01245.01","CONFIRMED",13.71938426,140.74483,5.5677
10858691,"Kepler-286 e","K01306.04","CONFIRMED",29.2214959,139.32807,4.014
10973814,"Kepler-287 c","K01307.01","CONFIRMED",44.8520997,172.46196,3.5729
10973814,"Kepler-287 b","K01307.02","CONFIRMED",20.34237838,137.6952,2.3351
6541920,"Kepler-11 g","K00157.05","CONFIRMED",118.3786735,287.28744,9.5574
10586208,"Kepler-811 b","K01308.01","CONFIRMED",23.58444746,145.95798,5.5545
6962977,"Kepler-292 e","K01364.03","CONFIRMED",11.97884409,178.96957,3.751
6962977,"Kepler-292 c","K01364.04","CONFIRMED",3.71545593,169.78318,2.558
6962977,"Kepler-292 b","K01364.05","CONFIRMED",2.58083264,171.56048,2.1729
7174351,,"K01365.01","FALSE POSITIVE",1.487084251,133.97746,1.3233
6932987,"Kepler-293 b","K01366.01","CONFIRMED",19.25404023,164.78424,4.6509
11014932,"Kepler-299 d","K01432.02","CONFIRMED",15.0549356,144.575,4.801
11014932,"Kepler-299 b","K01432.03","CONFIRMED",2.92721119,133.82725,2.545
11014932,"Kepler-299 e","K01432.04","CONFIRMED",38.2856338,143.2984,6.512
11288505,"Kepler-846 b","K01433.01","CONFIRMED",19.80787763,139.37983,3.453
11493431,"Kepler-847 b","K01434.01","CONFIRMED",2.343230566,133.20732,2.0424
6441738,,"K01246.01","CANDIDATE",19.03723442,148.55057,3.3882
8801343,,"K01247.01","FALSE POSITIVE",2.73987398,134.5503077,4.15886
8488878,,"K01248.01","FALSE POSITIVE",5.801880653,357.453464,4.2608
8560285,,"K01249.01","FALSE POSITIVE",85.34092607,386.211642,10.6141
8620565,,"K01250.01","FALSE POSITIVE",0.782045734,134.0214,1.7945
8616873,,"K01251.01","CANDIDATE",0.576078683,134.107265,1.63253
10854768,"Kepler-812 b","K01309.01","CONFIRMED",10.1171684,137.44489,4.6677
10964440,"Kepler-813 b","K01310.01","CONFIRMED",19.12947603,139.4353,3.9622
10713616,"Kepler-1667 b","K01311.01","CONFIRMED",83.5781976,202.45865,7.2487
10963242,"Kepler-814 b","K01312.01","CONFIRMED",6.1469956,135.07385,3.3153
10785538,,"K01313.01","FALSE POSITIVE",0.522457732,133.751976,0.8907
6932987,"Kepler-293 c","K01366.02","CONFIRMED",54.1558384,172.36559,4.432
8191672,"Kepler-5 b","K00018.01","CONFIRMED",3.548465446,122.9014315,4.56904
6851425,"Kepler-477 b","K00163.01","CONFIRMED",11.1199028,139.753524,3.3759
6934291,"Kepler-828 b","K01367.01","CONFIRMED",0.567856484,134.063088,1.0258
7357531,,"K01368.01","FALSE POSITIVE",251.0597249,230.027745,5.1095
6185711,,"K00169.01","FALSE POSITIVE",11.70219638,151.13414,2.6658
11037335,"Kepler-300 c","K01435.01","CONFIRMED",40.7150498,146.56647,8.587
11037335,"Kepler-300 b","K01435.02","CONFIRMED",10.44635944,133.27821,2.749
11389771,"Kepler-301 b","K01436.01","CONFIRMED",2.508553286,135.0112,2.2664
11389771,"Kepler-301 d","K01436.02","CONFIRMED",13.75129636,144.61389,3.853
8737796,,"K01252.01","FALSE POSITIVE",0.885747456,134.486834,4.4788
8462258,,"K01253.01","FALSE POSITIVE",3.611541977,357.25064,8.6068
10925104,"Kepler-114 c","K00156.01","CONFIRMED",8.041347775,143.038292,2.6332
8454250,,"K01254.01","FALSE POSITIVE",5.082722475,137.26075,5.9139
8494263,,"K01255.01","CANDIDATE",78.9257421,429.37454,7.5193
8848271,,"K01256.01","FALSE POSITIVE",9.991625291,137.447816,3.8552
10585852,"Kepler-815 b","K01314.01","CONFIRMED",8.57504983,140.14063,8.653
10928043,,"K01315.01","CANDIDATE",6.84639884,133.76181,3.4919
10794087,"Kepler-1743 b","K01316.01","CONFIRMED",7.64970832,138.33113,6.625
10794087,,"K01316.02","CANDIDATE",12.37679312,143.3787176,3.85
6541920,"Kepler-11 b","K00157.06","CONFIRMED",10.30401132,138.50377,4.2246
4275739,,"K01317.01","FALSE POSITIVE",2.171827838,355.083686,3.2205
7287415,"Kepler-1745 b","K01369.01","CONFIRMED",3.016182013,133.88395,2.8349
6924203,"Kepler-829 b","K01370.01","CONFIRMED",6.8833761,135.26522,2.2702
6878167,,"K01371.01","FALSE POSITIVE",0.833980196,133.68304,1.756
6880531,,"K01372.01","FALSE POSITIVE",69.62754202,176.3098622,11.07
6863839,,"K01373.01","FALSE POSITIVE",1.926353494,133.68077,2.5305
7296086,,"K01374.01","FALSE POSITIVE",0.890737359,134.56707,1.9257
11389771,"Kepler-301 c","K01436.03","CONFIRMED",5.41908491,131.6422,2.3379
11599038,"Kepler-1751 b","K01437.01","CONFIRMED",7.01733571,133.90592,3.567
11193263,"Kepler-848 b","K01438.01","CONFIRMED",6.91134223,136.64878,5.6743
11027624,"Kepler-849 b","K01439.01","CONFIRMED",394.6249514,177.84534,24.108
11032227,"Kepler-850 b","K01440.01","CONFIRMED",7.19304935,136.05065,3.407
8751933,"Kepler-420 b","K01257.01","CONFIRMED",86.64764448,173.794641,4.2326
8630788,"Kepler-281 c","K01258.01","CONFIRMED",36.33750453,160.39806,7.06
8630788,"Kepler-281 b","K01258.02","CONFIRMED",14.64613058,136.5227,5.688
8630788,"Kepler-281 d","K01258.03","CONFIRMED",148.272013,138.00557,4.192
8823426,,"K01259.01","FALSE POSITIVE",1.506507172,178.18515,4.5346
4070376,,"K01318.01","FALSE POSITIVE",1.634614356,133.96855,3.4422
4078157,,"K01319.01","FALSE POSITIVE",16.025018977,367.693328,3.8828
4164994,"Kepler-816 b","K01320.01","CONFIRMED",10.50682978,360.082152,3.7769
4480676,,"K01321.01","FALSE POSITIVE",0.711966971,134.223486,2.0221
4079535,,"K01322.01","FALSE POSITIVE",17.72724392,356.795528,4.1073
6766634,"Kepler-1746 b","K01375.01","CONFIRMED",321.2124365,206.930556,4.012
6774826,,"K01376.01","FALSE POSITIVE",7.13895376,184.24569,4.568
5652237,,"K00164.01","FALSE POSITIVE",4.4645454,132.31538,2.8823
7211469,"Kepler-830 b","K01377.01","CONFIRMED",11.29689442,134.57233,4.623
7375795,,"K01378.01","FALSE POSITIVE",19.30112039,133.35614,6.0752
7255336,,"K00019.01","FALSE POSITIVE",1.20320092,133.929836,1.9197
7831264,"Kepler-116 b","K00171.01","CONFIRMED",5.968724048,137.158607,3.651
7802136,,"K01449.01","FALSE POSITIVE",10.980246199,137.1376073,3.74464
7532973,"Kepler-854 b","K01450.01","CONFIRMED",2.144632238,133.984128,6.2701
9632895,,"K01451.01","FALSE POSITIVE",27.32204488,159.7472774,5.6716
7449844,,"K01452.01","FALSE POSITIVE",1.152216965,133.277861,2.2245
8766222,,"K01260.01","FALSE POSITIVE",5.2972293,177.95111,3.799
8678594,"Kepler-799 b","K01261.01","CONFIRMED",133.460999,216.04334,11.4997
10925104,"Kepler-114 b","K00156.02","CONFIRMED",5.188563677,145.362252,2.3683
8678594,"Kepler-799 c","K01261.02","CONFIRMED",15.19423359,142.73422,3.106
8703884,,"K01262.01","FALSE POSITIVE",14.17098745,359.82956,3.4804
8560840,,"K01263.01","FALSE POSITIVE",31.9734169,133.86598,13.262
4076098,"Kepler-817 b","K01323.01","CONFIRMED",3.990105908,355.840837,2.4108
4551328,,"K01324.01","FALSE POSITIVE",0.52205862,133.138446,2.0847
4282872,"Kepler-818 b","K01325.01","CONFIRMED",10.035381809,137.471481,3.4062
4639868,,"K01326.01","FALSE POSITIVE",53.100942624,135.9717179,2.2868
10555375,,"K00158.01","FALSE POSITIVE",5.80181368,137.57807,4.119
4372768,,"K01327.01","FALSE POSITIVE",15.6402515,359.07991,6.222
7375795,,"K01378.02","FALSE POSITIVE",0.691666384,135.94927,1.9603
7211221,"Kepler-831 b","K01379.01","CONFIRMED",5.62154315,136.89013,2.4143
7025526,,"K01380.01","FALSE POSITIVE",1.074106954,133.84323,1.9797
9451127,,"K01381.01","FALSE POSITIVE",5.117401517,134.586518,4.3056
9446824,,"K01382.01","FALSE POSITIVE",4.20233673,179.533899,3.6973
11356260,"Kepler-851 b","K01441.01","CONFIRMED",8.50698069,134.64421,2.938
11044770,,"K00170.01","FALSE POSITIVE",15.60865244,144.29934,6.26
11600889,"Kepler-407 b","K01442.01","CONFIRMED",0.669310092,134.131388,1.6274
11197126,,"K01443.01","FALSE POSITIVE",4.494498254,134.77583,1.9742
11043167,"Kepler-852 b","K01444.01","CONFIRMED",44.9306706,140.2077,6.539
8612847,"Kepler-800 b","K01264.01","CONFIRMED",14.13175309,142.26044,4.0136
8552583,,"K01265.01","FALSE POSITIVE",1.061934816,133.84801,3.2551
8547140,"Kepler-801 b","K01266.01","CONFIRMED",11.41926141,137.66894,3.9908
8519253,,"K01267.01","FALSE POSITIVE",5.93821065,136.52839,2.5128
8813698,,"K01268.01","CANDIDATE",268.9410974,360.070904,5.4434
8757910,,"K01269.01","FALSE POSITIVE",0.655001616,133.176794,1.8136
4074736,,"K01328.01","CANDIDATE",80.9669561,160.97672,2.5276
4072526,"Kepler-819 b","K01329.01","CONFIRMED",33.1996355,153.66086,5.022
4150539,,"K01330.01","FALSE POSITIVE",8.65306587,134.30886,4.486
4274548,,"K01331.01","CANDIDATE",6.80082032,359.17999,1.9883
4455231,"Kepler-288 c","K01332.01","CONFIRMED",19.30581662,373.18998,4.2902
8953257,,"K01383.01","FALSE POSITIVE",3.221785738,136.141517,3.3411
8971432,,"K01384.01","FALSE POSITIVE",0.6243875,133.0436541,1.92102
9278553,,"K01385.01","FALSE POSITIVE",18.610092584,139.0850449,4.98308
9527915,"Kepler-478 b","K00165.01","CONFIRMED",13.22175358,139.570627,2.7884
9143254,,"K01386.01","FALSE POSITIVE",1.137525054,133.805565,2.68228
8949247,,"K01387.01","FALSE POSITIVE",23.799939273,152.5654761,5.02319
11336883,"Kepler-853 b","K01445.01","CONFIRMED",7.16893064,135.67854,4.6766
11336883,,"K01445.02","CANDIDATE",54.325574,142.236,9.86
11336883,,"K01445.03","CANDIDATE",20.01959599,150.8362184,7
12506351,,"K01446.01","FALSE POSITIVE",1.22775877,133.78679,2.7545
7622486,,"K01447.01","FALSE POSITIVE",40.24649897,161.306577,6.0203
7622486,,"K01447.02","FALSE POSITIVE",2.27999662,133.640649,5.7777
9705459,,"K01448.01","FALSE POSITIVE",2.48658617,134.110364,2.7189
8564587,"Kepler-57 b","K01270.01","CONFIRMED",5.729317577,138.559971,1.1816
10925104,"Kepler-114 d","K00156.03","CONFIRMED",11.776132317,142.705753,2.8971
8564587,"Kepler-57 c","K01270.02","CONFIRMED",11.60908533,133.99324,2.2603
8631160,,"K01271.01","CANDIDATE",162.0479502,278.880573,9.8974
8552498,,"K01272.01","FALSE POSITIVE",0.530967162,133.849416,3.3659
8806072,"Kepler-802 b","K01273.01","CONFIRMED",40.05881661,169.91063,5.595
4455231,"Kepler-288 b","K01332.02","CONFIRMED",6.09747233,354.05919,3.431
4455231,"Kepler-288 d","K01332.03","CONFIRMED",56.637918,135.51975,6.172
4285107,,"K01333.01","FALSE POSITIVE",2.243016513,133.45086,2.721
4150624,,"K01334.01","FALSE POSITIVE",8.6531216,134.30147,4.39
8972058,"Kepler-115 c","K00159.01","CONFIRMED",8.99088621,136.73923,4.2447
9346253,,"K01388.01","FALSE POSITIVE",34.064566412,150.452048,9.6114
9002237,,"K01389.01","FALSE POSITIVE",4.350087749,134.800238,2.6428
9288786,,"K01390.01","FALSE POSITIVE",1.744101106,134.50867,1.5497
8958035,,"K01391.01","FALSE POSITIVE",7.981187121,133.802114,1.8071
9040849,,"K01392.01","FALSE POSITIVE",4.118775582,357.261244,3.76
9202151,,"K01393.01","CANDIDATE",1.694740233,355.357543,1.6864
7842610,,"K01453.01","FALSE POSITIVE",0.971933156,133.853925,1.9265
7830637,,"K01454.01","FALSE POSITIVE",121.5991278,137.27469,15.1596
4760746,,"K01455.01","CANDIDATE",15.068060768,363.549714,3.3011
7832356,"Kepler-855 b","K01456.01","CONFIRMED",7.886632468,360.514132,5.2147
9643874,"Kepler-856 b","K01457.01","CONFIRMED",8.027681123,360.171355,3.0942
8800954,"Kepler-421 b","K01274.01","CONFIRMED",704.962626,492.77178,18.003
8583696,"Kepler-803 b","K01275.01","CONFIRMED",50.28635977,167.63351,6.3212
8804283,"Kepler-1991 c","K01276.01","CONFIRMED",22.79020351,138.68515,5.0394
8804283,"Kepler-1991 b","K01276.02","CONFIRMED",13.26079792,139.0988,3.912
8552565,,"K01277.01","FALSE POSITIVE",1.061932545,133.850441,2.1429
4155328,"Kepler-820 b","K01335.01","CONFIRMED",127.8334997,293.41845,10.914
4077526,"Kepler-58 b","K01336.01","CONFIRMED",10.21864532,136.8622,3.802
4077526,"Kepler-58 c","K01336.02","CONFIRMED",15.573637,132.44282,5.326
4077526,"Kepler-58 d","K01336.03","CONFIRMED",40.1015561,132.71244,5.246
4077526,"Kepler-58 e","K01336.04","CONFIRMED",4.45814897,134.39743,2.867
8937021,,"K01394.01","FALSE POSITIVE",5.663621501,133.89009,1.2968
8935810,"Kepler-1747 b","K01395.01","CONFIRMED",6.230335,181.29566,1.6493
2441495,"Kepler-479 b","K00166.01","CONFIRMED",12.49340725,138.462232,2.2614
9455556,"Kepler-294 c","K01396.01","CONFIRMED",6.62643441,183.98789,3.1752
9455556,"Kepler-294 b","K01396.02","CONFIRMED",3.70122061,180.27172,2.523
9427402,,"K01397.01","CANDIDATE",6.247030799,356.90972,1.4848
3732821,"Kepler-790 b","K01207.01","CONFIRMED",13.73474071,142.32752,2.769
3962440,,"K01208.01","CANDIDATE",700.00298217,249.44205,7.6525
3534076,,"K01209.01","CANDIDATE",272.0868353,378.13721,2.7145
3962357,"Kepler-791 b","K01210.01","CONFIRMED",14.55387488,134.11669,6.973
9110357,,"K00016.01","FALSE POSITIVE",0.895277575,133.411986,2.711
8394721,"Kepler-79 e","K00152.04","CONFIRMED",81.0637895,139.53492,3.001
8609450,"Kepler-282 d","K01278.01","CONFIRMED",24.8056775,145.07526,6.148
6541920,"Kepler-11 c","K00157.01","CONFIRMED",13.02493307,138.176157,4.5706
8609450,"Kepler-282 e","K01278.02","CONFIRMED",44.3471936,161.31738,6.43
8609450,"Kepler-282 b","K01278.03","CONFIRMED",9.2207691,138.0072,4.907
8609450,"Kepler-282 c","K01278.04","CONFIRMED",13.6396648,141.7301,5.425
4243911,"Kepler-821 b","K01337.01","CONFIRMED",1.922799706,134.50174,1.8604
4466677,"Kepler-822 b","K01338.01","CONFIRMED",3.222975318,178.0701,2.9247
4466677,,"K01338.02","CANDIDATE",42.0370662,178.25006,6.282
4466677,,"K01338.03","CANDIDATE",21.0112068,132.6336,4.507
4135665,"Kepler-823 b","K01339.01","CONFIRMED",4.16811839,134.89621,2.8084
9269281,"Kepler-1748 b","K01398.01","CONFIRMED",5.82348911,354.99602,2.2441
9100484,,"K01399.01","CANDIDATE",8.75059775,358.24233,2.8288
9157908,,"K01400.01","FALSE POSITIVE",9.41475056,142.32936,4.736
9030447,,"K01401.01","FALSE POSITIVE",0.56669006,133.81294,2.1674
9034103,"Kepler-832 b","K01402.01","CONFIRMED",7.13969705,137.18652,3.981
9214942,"Kepler-833 b","K01403.01","CONFIRMED",18.75470238,141.7172,3.0331
3858704,,"K01211.01","FALSE POSITIVE",3.00363219,135.64129,3.732
3749134,"Kepler-792 b","K01212.01","CONFIRMED",11.30123036,134.91855,4.022
3556220,,"K01213.01","FALSE POSITIVE",0.796722833,133.07985,2.4551
3660924,"Kepler-793 b","K01214.01","CONFIRMED",4.24153629,133.45522,2.971
3939150,"Kepler-277 b","K01215.01","CONFIRMED",17.32419108,142.09977,8.045
8628758,"Kepler-804 b","K01279.01","CONFIRMED",14.37457572,138.20189,4.7892
8628758,"Kepler-804 c","K01279.02","CONFIRMED",9.65188331,132.15947,4.296
8509361,,"K01280.01","FALSE POSITIVE",6.0990118,135.52357,3.6112
8742590,"Kepler-1742 b","K01281.01","CONFIRMED",49.4781446,141.82465,2.493
8822366,"Kepler-805 b","K01282.01","CONFIRMED",30.8639476,162.88077,8.864
8972058,"Kepler-115 b","K00159.02","CONFIRMED",2.403640701,134.73065,1.4012
4386059,,"K01340.01","FALSE POSITIVE",2.90060781,179.83386,2.563
4650674,"Kepler-824 b","K01341.01","CONFIRMED",4.51436096,134.0293,3.0083
4275721,"Kepler-825 b","K01342.01","CONFIRMED",3.77359871,134.07013,2.7282
4275721,"Kepler-825 c","K01342.02","CONFIRMED",8.18182189,134.81423,2.4566
8874090,"Kepler-834 b","K01404.01","CONFIRMED",13.32389352,135.24585,3.2208
11666881,"Kepler-480 b","K00167.01","CONFIRMED",4.919584997,134.602396,4.1988
9264949,"Kepler-835 b","K01405.01","CONFIRMED",11.41911886,186.30498,5.135
9271752,"Kepler-836 b","K01406.01","CONFIRMED",11.36113254,136.92584,4.1886
9007866,,"K01407.01","FALSE POSITIVE",1.3866358,134.3472,4.77
9150827,"Kepler-1749 b","K01408.01","CONFIRMED",14.53410833,145.42643,3.3094
3939150,"Kepler-277 c","K01215.02","CONFIRMED",33.0063185,145.38821,7.118
3839488,"Kepler-794 b","K01216.01","CONFIRMED",11.13127159,134.36341,4.2372
3542588,,"K01217.01","FALSE POSITIVE",3.47143963,133.74061,3.663
3442055,"Kepler-795 b","K01218.01","CONFIRMED",29.6193891,133.68205,4.9595
3440861,,"K01219.01","FALSE POSITIVE",3.50376155,134.6825677,3.16
12252424,"Kepler-113 c","K00153.01","CONFIRMED",8.925079516,139.71389,2.6766
8700771,"Kepler-806 b","K01283.01","CONFIRMED",8.0922105,138.04535,5.7696
10960993,,"K01284.01","FALSE POSITIVE",3.117087797,134.684738,3.06941
6541920,"Kepler-11 d","K00157.02","CONFIRMED",22.687155,148.455435,5.4921
10599397,,"K01285.01","FALSE POSITIVE",0.937406378,134.726531,1.9515
10879208,,"K01286.01","FALSE POSITIVE",0.668483615,178.281377,2.0909
10843203,,"K01287.01","FALSE POSITIVE",4.429633087,355.143546,3.0257
4570931,,"K01343.01","FALSE POSITIVE",1.544927524,133.54909,1.0134
4136466,"Kepler-826 b","K01344.01","CONFIRMED",4.48758768,133.36092,2.874
7284688,,"K01345.01","FALSE POSITIVE",0.323021692,133.603668,2.3442
7199774,,"K01346.01","FALSE POSITIVE",4.70818628,137.0593,3.278
7037540,,"K01347.01","FALSE POSITIVE",14.405857436,360.3847471,5.48509
6866228,,"K01348.01","FALSE POSITIVE",7.702374154,137.563452,3.8459
9391208,"Kepler-837 b","K01409.01","CONFIRMED",16.56062577,133.49703,2.611
9391506,"Kepler-838 b","K01410.01","CONFIRMED",15.74958583,150.24579,4.6672
8950853,"Kepler-839 b","K01412.01","CONFIRMED",37.8145252,134.66424,9.109
9006449,"Kepler-295 b","K01413.01","CONFIRMED",12.64504291,138.63149,9.117
9006449,"Kepler-295 c","K01413.02","CONFIRMED",21.5262958,132.28787,8.392
9006449,"Kepler-295 d","K01413.03","CONFIRMED",33.8845825,159.98819,6.538
4043190,"Kepler-796 b","K01220.01","CONFIRMED",6.40087137,136.8824,2.5561
3640905,"Kepler-278 b","K01221.01","CONFIRMED",30.1599411,138.51774,7.874
3640905,"Kepler-278 c","K01221.02","CONFIRMED",51.0771048,152.35694,11.233
4060815,,"K01222.01","FALSE POSITIVE",4.2856756,134.4812,4.059
6613006,,"K01223.01","FALSE POSITIVE",7.388833611,133.9344039,5.62857
6606653,,"K01224.01","FALSE POSITIVE",2.698021895,136.32786,23.192
10790387,"Kepler-807 b","K01288.01","CONFIRMED",117.93110803,219.704226,5.8796
10748393,,"K01289.01","FALSE POSITIVE",4.887806806,354.539481,2.4078
10874226,,"K01290.01","FALSE POSITIVE",11.973605044,144.779315,4.3117
10661771,,"K01291.01","FALSE POSITIVE",1.231364189,133.036618,5.8574
10924853,,"K01292.01","FALSE POSITIVE",2.102416517,134.394943,1.7684
10874926,,"K01293.01","FALSE POSITIVE",11.703109303,133.721698,2.0467
6631721,,"K00160.01","FALSE POSITIVE",13.73808249,134.43787,3.354
6847018,,"K01349.01","FALSE POSITIVE",16.66216657,142.186468,3.8762
7220322,,"K01350.01","FALSE POSITIVE",0.752159702,134.047229,2.3621
6956233,,"K01352.01","FALSE POSITIVE",4.81886153,358.16338,6.223
7303287,"Kepler-289 c","K01353.01","CONFIRMED",125.86540191,236.659731,9.0191
7303287,"Kepler-289 b","K01353.02","CONFIRMED",34.5439452,132.68453,3.482
11512246,"Kepler-23 c","K00168.01","CONFIRMED",10.74241765,133.2867,6.0633
8916492,,"K01414.01","FALSE POSITIVE",4.02378908,136.23411,3.237
11193447,,"K01415.01","FALSE POSITIVE",0.312941621,133.810501,2.0646
11517719,"Kepler-840 b","K01416.01","CONFIRMED",2.495780169,135.336948,4.2721
11599264,,"K01417.01","FALSE POSITIVE",8.428090255,358.303469,1.881
11100657,,"K01418.01","FALSE POSITIVE",8.344104633,361.839209,1.8014
6620003,,"K01225.01","CANDIDATE",1.714274727,133.3158074,2.06728
6621116,,"K01226.01","FALSE POSITIVE",137.75960504,173.16476,9.1713
6629332,,"K01227.01","FALSE POSITIVE",2.155278342,133.576109,2.1064
6387450,,"K01228.01","FALSE POSITIVE",3.661326482,135.26995,2.5714
12252424,"Kepler-113 b","K00153.02","CONFIRMED",4.75400072,128.547155,2.5394
6432059,,"K01229.01","FALSE POSITIVE",0.76973817,133.2965754,2.5
6470149,,"K01230.01","FALSE POSITIVE",165.739861,214.039466,24.9393
10549562,,"K01294.01","FALSE POSITIVE",9.08937826,139.08364,6.255
10874614,"Kepler-6 b","K00017.01","CONFIRMED",3.234699282,121.4865708,3.59385
6541920,"Kepler-11 e","K00157.03","CONFIRMED",31.99552485,154.160745,4.2817
10666230,,"K01295.01","FALSE POSITIVE",1.577800747,133.307724,2.1626
10971674,,"K01296.01","FALSE POSITIVE",2.380862632,135.3252117,4.20416
6891543,,"K01354.01","FALSE POSITIVE",1.752567456,134.47196,5.4993
7211141,"Kepler-827 b","K01355.01","CONFIRMED",51.92920654,151.93321,5.2637
7363829,,"K01356.01","CANDIDATE",384.02570682,335.816169,14.56
6719086,,"K01357.01","CANDIDATE",3.014330766,357.37948,2.4747
7376983,"Kepler-1987 d","K01358.01","CONFIRMED",5.644914154,356.73699,2.2599
5084942,"Kepler-475 b","K00161.01","CONFIRMED",3.105507835,133.210427,1.7458
11125936,,"K01419.01","FALSE POSITIVE",1.336109338,178.258786,1.7419
11026304,,"K01420.01","CANDIDATE",13.35151248,363.086742,3.6045
